,Link,Title,Price,Type,Badrooms,Bathrooms,Guests
0,https://www.airbnb.it/rooms/46157145?category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1226025204&check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_r1l0U69Z9PfFJT0J&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,Soggiorna con Andrea,53€,Bilocale,1,1,0
1,https://www.airbnb.it/rooms/955587278962835916?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_MZ8D3MXlk3Mb0dgA&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,IzzHome Terrace Cagliari,59€,Bilocale,1,1,4
2,https://www.airbnb.it/rooms/7574547?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_Rt6Q7K13RJMRsAuJ&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,Colorata Mansarda-Teatro Lirico (spiaggia 20 min),61€,Trilocale,2,1,4
3,https://www.airbnb.it/rooms/20264994?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_lCjentIdb5u6p9ng&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,Central - The Sunny Flat,65€,Trilocale,2,1,7
4,https://www.airbnb.it/rooms/50865213?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_cBq1z6JWStBBj3UM&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,Le stanze di elisa,71€,Bilocale,1,1,2
5,https://www.airbnb.it/rooms/630357758019073923?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_ovOeAdXek4QOe8bX&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,Appartamento con posto auto e balcone centro città,88€,Bilocale,1,1,4
6,https://www.airbnb.it/rooms/38504970?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_CHiDldTg4LgFzCgH&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,L'accogliente appartamento,77€,Bilocale,1,1,2
7,https://www.airbnb.it/rooms/890942391491384731?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_Xc3a9yc%2BA%2BV9H6QA&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,Repubblica appartamento design con 2 camere letto,102€,Trilocale,2,1,4
8,https://www.airbnb.it/rooms/33369767?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_Tj1h5u9HbAFDjJ25&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,Casa Crizia,105€,Trilocale,2,1,4
9,https://www.airbnb.it/rooms/964339085642889872?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_bJtEI6f%2BQg6Hjg5s&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,[Centro città]5min[Poetto]10 min•[Wi-Fi Netflix],85€,Bilocale,1,1,4
10,https://www.airbnb.it/rooms/35757634?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_N5hwHRwrPEkywCmn&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,Petrarca Venti Rooms - camera con bagno privato,80€,Bilocale,1,1,2
11,https://www.airbnb.it/rooms/663746741730019733?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-23&check_out=2023-11-26&source_impression_id=p3_1697831369_ccn%2B7cRoPZhUZ2rN&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,"Suite stupenda in centro due, tre o quattro posti",72€,Bilocale,1,1,4
12,https://www.airbnb.it/rooms/46157145?category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1226025204&check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_r1l0U69Z9PfFJT0J&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,Soggiorna con Andrea,53€,Bilocale,1,1,0
13,https://www.airbnb.it/rooms/955587278962835916?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_MZ8D3MXlk3Mb0dgA&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,IzzHome Terrace Cagliari,59€,Bilocale,1,1,4
14,https://www.airbnb.it/rooms/7574547?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_Rt6Q7K13RJMRsAuJ&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,Colorata Mansarda-Teatro Lirico (spiaggia 20 min),61€,Trilocale,2,1,4
15,https://www.airbnb.it/rooms/20264994?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_lCjentIdb5u6p9ng&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,Central - The Sunny Flat,65€,Trilocale,2,1,7
16,https://www.airbnb.it/rooms/50865213?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_cBq1z6JWStBBj3UM&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,Le stanze di elisa,71€,Bilocale,1,1,2
17,https://www.airbnb.it/rooms/630357758019073923?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_ovOeAdXek4QOe8bX&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,Appartamento con posto auto e balcone centro città,88€,Bilocale,1,1,4
18,https://www.airbnb.it/rooms/38504970?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_CHiDldTg4LgFzCgH&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,L'accogliente appartamento,77€,Bilocale,1,1,2
19,https://www.airbnb.it/rooms/890942391491384731?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_Xc3a9yc%2BA%2BV9H6QA&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,Repubblica appartamento design con 2 camere letto,102€,Trilocale,2,1,4
20,https://www.airbnb.it/rooms/33369767?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_Tj1h5u9HbAFDjJ25&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,Casa Crizia,105€,Trilocale,2,1,4
21,https://www.airbnb.it/rooms/964339085642889872?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_bJtEI6f%2BQg6Hjg5s&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,[Centro città]5min[Poetto]10 min•[Wi-Fi Netflix],85€,Bilocale,1,1,4
22,https://www.airbnb.it/rooms/35757634?check_in=2023-11-24&check_out=2023-11-26&source_impression_id=p3_1697831369_N5hwHRwrPEkywCmn&previous_page_section_name=1000&federated_search_id=3820389f-e5d4-4068-bb7f-441b809fc5cb,Petrarca Venti Rooms - camera con bagno privato,80€,Bilocale,1,1,2
